公司名称,财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,财务风险-投资风险-对外投资数量,财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,经营风险-战略风险-竞品信息,经营风险-战略风险-公众号数
北京友质科技有限公司,2.66612828,6.3107994167,13,13,224.3440267905,0.3898593248,0,0,2,137.3426495869,120.7989057099,0.5795116254,-0.0887631918,71.9497273574,0,650000,-4802000.00000004,-0.0887631918,0.0029531136,0.0086447666,0.0692240123,0.0277369494,20.1617854568,8.93218449,180448000,2.399893571,0.0032960123,-0.1458605179,0.2343631967,0,0,0,15,0,0,0,0,0,0,0,2,0.6,0,1
北京双杰电气股份有限公司,1.058497313,1.6422853609,4,4,155.5608148828,1.0937551429,12,0,8,159.8892359317,136.636189201,0.2009737411,0.1712232837,47.761076707,0.0299956479,733934000,547813999.999999,0.165432098,0.1157694679,0.1058565575,0.2361060811,0.1730772045,4.6567884544,1.8080798319,3464469000,0.499686296,0.1613122237,0.2049205409,0.1703235296,0,0,205,0,0,3,0,0,0,1,12,12,0.303,10,0
北京司坎·拓普国际电气有限公司,0.7972811844,2.5300300244,13,13,79.6996256741,0.6754841884,0,0,1,162.7505529009,53.0446598576,0.0100374938,0.1524412914,59.6843392835,0,-9953000,54521999.9999999,0.1524412914,-0.0214462249,-0.016609067,0.1123465008,-0.0411975562,1.0060197796,1.7588099711,394735000,0.6587139602,-0.0209709466,-2.0325865584,-0.0793020375,0,0,11,0,0,1,1,0,0,1,0,3,0.63,0,0
北京合康亿盛变频科技股份有限公司,0.463417955,0.9199954898,4,4,446.7813476952,4.0881538852,0,0,60,360.6391433618,251.8059383152,0.4037120854,0.0147210903,19.6228134245,0.0066300544,612955000,58791000.0000011,0.0143194167,0.0766308381,0.0292957315,0.3555185754,0.0304132701,0.9795521652,0.4090245244,0.6529665721,0.2034865053,0.101814051,-0.0868075132,0.129209721,0,0,90,0,0,0,0,0,0,108,82,11,0.2172,0,0
北京合纵科技股份有限公司,1.3417891052,2.4559966937,4,4,1418.3208919806,0.7958661938,12,0,8,158.7381896731,146.7475131212,0.5503477628,-0.1001867069,55.683435847,0,734327000,-429439999.999999,-0.0999055475,0.0669558463,0.095126744,0.1292692787,0.1786872782,13.9182205625,2.8412329718,7153520000,0.9266867016,0.0884394403,0.0235679513,0.1524659573,0,0,75,3,1,4,0,0,2,3,16,20,0.3786,10,1
北京同力华盛环保供水科技股份有限公司,0.8451779797,2.0678042954,10,10,287.1667524782,2.2550617647,0,0,2,302.8747059018,198.5137687643,0.2798488869,-0.923087104,30.71,0,10562000,-55712000,-0.923087104,0.0577296496,0.0537703382,0.3717960311,0.065545218,1.5185914089,0.7811798079,7.0170928753,0.4869468686,0.0721783337,-0.0263833391,0.5655874853,0,0,16,6,0,1,0,0,0,0,0,7,0.4904,10,1
北京同友创业信息技术有限公司,2.2970476243,3.6286288323,12,12,114.6224096037,0.921691673,0,0,0,98.4446893972,98.4446893972,0.1215438697,0.0036742908,52.0374840575,0,1764000,879999.999999927,0.0036742908,0.0024428028,0.0038327079,0.1430618305,0.0059932864,446582000,-119.8878174196,446582000,0.9703052022,0.0032880267,0.2729271659,-0.0336161626,0,0,4,16,0,4,0,0,0,3,1,3,0.8918,10,0
北京同步科技有限公司,1.124230093,5.5281248235,10,10,36.1828795889,1.2457240034,0,0,7,119.4333125239,77.6837677899,0.2976504527,0.3384733548,44.5291830981,0.002240339,82243000,117653000,0.3375266074,0.1702230227,0.10506273,0.5582154714,0.1829627497,1.4164869218,3.0431087632,0.5591241655,0.2625987,0.2073272793,0.8191684759,0.3619390774,0,0,205,38,0,3,0,0,0,2,0,3,0.3728,0,0
北京君德同创农牧科技股份有限公司,0.8264847125,4.8378299598,11,11,77.2618257101,0.8913711252,6,0,1,169.3025980411,166.1145843866,0.1217847014,-0.1222449637,53.56,0,20362000,-35058999.9999999,-0.1222449637,0.0418217882,0.0369928293,0.1970106998,0.06365926,31.8278429588,1.4641241656,291002000,0.5286802514,0.0538868275,0.4329301517,0.0355946808,0,0,6,0,0,0,0,1,0,0,0,11,0.445,10,0
北京君正集成电路股份有限公司,0.0702004667,39.5535064129,8,8,-2.7021289376,35.2377653884,12,0,13,2850.7920378006,2664.4628523633,25.7242724341,0.2683426994,2.7595527992,0.0029235123,-107914000,73146999.9999999,0.2406175053,-0.1264385302,-0.0097959645,0.4844497555,-0.0064389369,0.536783018,0.0363598343,0.0840113495,0.0247488941,-0.1671051508,-2.3268312614,-0.0141342838,0,0,126,41,4,4,0,0,0,1,1,13,0.3015,10,1
北京启迪文创股份有限公司,1.9091585413,5.3097436304,14,14,-2690.1631747116,1.1711085242,0,0,7,58.7211075197,58.7211075197,0.1547844102,0.0122380109,46.059204397,0,-2420999.99999999,1203999.99999997,0.0122380109,-0.0213792226,-0.0113343227,0.5243349545,-0.0204657299,52463000,-1.2918421436,0.3366724829,0.2456144446,-0.0216506737,-2.4436479167,0.0752367189,0,0,0,1,0,0,0,0,0,0,10,4,0.5373,0,0
北京呈创科技股份有限公司,0.6893322091,1.0981932883,10,10,191.1410065251,1.0506697679,0,0,5,193.4538783975,160.5155352437,0.1442826181,-0.3171076925,48.7645555971,0,169362000,-180127000,-0.3171076925,0.1943373657,0.1453945764,0.4477842664,0.2466585011,2.2156654077,0.7809236922,6.2843130357,0.355885423,0.2923335831,2.8509734418,1.2742242172,0,0,8,29,0,3,0,1,0,2,0,2,0.5,10,0
北京呈天网络科技股份有限公司,0,0,13,13,0,1.1984600028,4,0,3,44.1796095717,44.1796095717,0.1824871258,-0.0026686581,92.6798376626,0.0492521826,-152485000,-510999.999999967,-0.0025029756,-152485000,-0.6922263281,-21120000,-9.4564341085,20301000,-0.1899313305,0.1496174981,0.092159141,-0.4296780326,-0.0965493247,-0.1863165898,0.3365,1,0,6,0,0,1,0,0,1,2,13,0.3365,10,0
北京和利康源医疗科技有限公司,0,0,9,9,0,3.1695602739,0,0,1,412.9288422415,384.379623636,3.1924241539,1.5741053173,23.9833442837,0,281599000,272358000,1.5741053173,248606000,0.3903323104,-297829000,0.4533214201,5.8600925995,0.534629747,41.5429044858,0.4012439109,0.6277452793,0.8333786242,0.7821325771,0,0,57,11,0,0,0,0,0,0,0,4,0.3,0,1
北京和合医学诊断技术股份有限公司,0,0,9,9,0,4.5742240508,0,0,14,302.6971010202,298.8748620495,0.0782482291,-4.9963391968,17.9397597634,0,79504000,-371238000,-4.9963391968,73593000,0.1919575059,-9336000,0.2165308807,3.2873227862,0.0619887386,0.049327662,0.0225411963,0.9421244615,435.5481148982,2.038433872,0,0,2,21,1,0,0,0,0,0,4,12,0.2336,0,0
北京唐桓科技发展有限公司,1.0204035811,3.6104837001,8,8,809178000,1.8213276676,0,1,0,210.1647929355,145.6570250343,0.858420657,0.2737688227,35.4443055228,0,227799000,103299000,0.2737688227,0.2392909839,0.2139863924,0.9999999988,0.2817540638,0,0,0,0,227799000,-0.0511016548,0.1390021536,0,0,3,8,0,2,0,0,0,5,1,3,0.95,10,0
北京嘉华通软科技有限公司,0.7249116186,1.5954519451,12,12,146003000,0.6488993746,0,0,0,157.9435221418,136.2314635466,0.2443635831,0.6004203248,60.6465144151,0,12664000,76565000,0.6004203248,0.0862585009,0.0602284725,0.9999999932,0.1521988713,0,0,0,0,12664000,-0.5828472131,-0.2247229117,0,0,2,17,0,0,1,0,0,1,0,1,1,0,0
北京嘉格伟业筑路科技有限公司,4.2719384079,10.1580518736,12,12,319.3095173332,0.5708933952,0,0,1,101.9516334323,58.8198124193,0.1594435754,0,63.6580432359,0,9197000.00000007,0,0,0.0190620485,0.0528496397,0.0908146915,0.1454232089,9.1484897941,202.1849203585,7.1564642498,2.5118892869,0.0194312395,8.8782231916,0.3080426916,0,0,18,0,0,1,0,0,0,1,0,2,0.5,0,0
北京国信创新科技股份有限公司,0,0,9,9,0,1.7479079553,6,0,11,160.4684013024,160.4684013024,1.553777692,0.5857791745,36.3913207736,0.0011543213,189552000,259598000,0.5845959128,164683000,0.155339042,-352420000,0.2121703258,339435000,1.2666619351,0.6667301756,0.2781690918,0.3436745862,0.6978157676,0.2185787655,0,0,0,39,0,0,0,0,0,0,4,4,0.35,10,1
北京国信同科信息技术股份有限公司,0,0,12,12,0,9.6220000934,0,0,0,547.0321361059,547.0321361059,1.5077499026,-1.4200372703,9.4146398231,0.0347213602,390000.000000006,-3755999.99999999,-0.9285535405,343000.000000006,0.0090771558,-129000,0.0088129496,108000,0.009133964,0.0037900055,0.0025136739,0.0115775096,-1.0088711324,0.1716662075,0,0,6,17,0,1,0,0,0,0,0,12,0.3818,10,0
北京国创富盛通信股份有限公司,0,0,7,7,0,0.9826266456,0,0,13,111.4150048074,109.3396271145,0.5205948256,0.0404434768,50.4381774534,0.0469534626,-14377000,52032999.9999998,0.0384855767,-16946000,-0.0053634815,-1369388000,-0.0127555283,51.1764334229,9.3044578935,1.0957002284,0.5097721162,-0.0091689992,-0.8773177794,0.2437223117,0,0,23,30,0,7,0,1,2,9,22,10,0.616,10,0
北京国建兴隆节能材料有限公司,0,0,11,11,0,0.1658228517,0,0,0,42.9665507091,38.351083757,0.0050789403,-0.0731602886,85.7755375604,0,-14312000,-13670000,-0.0731602886,-14312000,-0.0657008024,-7350000,-0.461886013,0.8511130739,-0.0688768575,0.0533612495,0.0336950732,-0.498259278,0.0221446897,0.0294950257,0,0,8,0,0,0,0,2,0,0,0,5,0.8367,0,0
北京国电光宇机电设备有限公司,0.6865665249,1.0761909813,10,10,9647.494100236,4.1087608254,0,0,1,240.5632857652,203.6073296995,0.150784737,-0.0042318332,19.5744019216,0,2513000,-618000.000000029,-0.0042318332,0.0078027504,0.0033683799,0.2213792036,0.0031365621,3.4716225338,0.9127357182,0.4746331182,0.2511339628,0.0105162723,-0.2751133263,0.6995138737,0,0,10,25,0,0,0,0,0,0,0,3,0.9,0,0
北京国电科源电气有限公司,0,0,11,11,0,0.5375044615,0,0,2,126.3040501745,120.642246858,0.0879893407,0.053452684,65.0405650639,0.0063289422,89875000,21783999.9999999,0.0532696887,80254000,0.1429439373,-373716000,0.3651145333,16.0644007946,3.4577747604,3.2513200774,0.5895413538,0.1972647415,1.3101345277,0.5442615448,0,0,11,6,0,0,0,0,0,0,0,6,0.51,0,0
北京国科恒通科技股份有限公司,0.5831779361,0.8281678789,10,10,-2058.7058816312,4.5322897148,0,0,0,794.0755972013,733.2735326994,1.6199991496,-0.171453015,18.0757599302,0.0650703884,90629000,-12424000,-0.1173692055,0.2332052906,0.154759201,0.5427470504,0.1631152308,3.4252932789,0.3000608407,14.7926862583,0.2577043196,0.3993487305,0.8173049766,0.3827215578,0,0,9,30,0,0,0,0,0,0,0,13,0.315,0,0
北京国能日新系统控制技术有限公司,0.6674495162,1.0977496712,11,11,564.657569843,0.5808112938,0,0,0,153.6841379457,127.5774644899,0.1561382847,-0.0019545131,63.2586573078,0,8158999.99999998,-736999.999999989,-0.0019545131,0.0181648487,0.0136876223,0.4751661738,0.0320807269,2.0330346597,0.9886676827,12.0709281019,0.33575021,0.0210376222,-1.1844019925,0.1692591964,0,0,15,33,0,0,0,0,0,1,0,20,0.4121,10,1
北京圣世博泰科技股份有限公司,2.2803468148,13.9086536233,11,11,137.7618828949,1.1256490077,0,0,2,197.6116303219,160.2284527518,0.5991692596,0.5856697789,47.0444553004,0,16000000,112800000,0.5856697789,0.0141721396,0.0390815828,0.1329646271,0.0567343173,10.3805554114,3.9755318937,25.9513879878,1.8255984323,0.0186588921,2.6216209131,0.6875515223,0,0,7,15,0,0,0,0,0,0,1,10,0.3584,10,0
北京坎普尔环保技术有限公司,1.692602013,6.5756574009,11,11,569327000,0.9905980393,0,0,1,103.925773043,76.4212620807,0.0858164221,-0.0897928662,50.2360811461,0,19624000,-29062000,-0.0897928662,0.0344687674,0.0304592795,0.9999999982,0.061207558,0,0,0,0,19624000,14.9674410354,0.1700533746,0,0,44,0,0,1,0,1,0,0,4,1,1,0,0
北京城建勘测设计研究院有限责任公司,0.8413099399,1.0336689502,8,8,700.2178589464,0.2620981539,0,0,5,119.6046280261,119.6046280261,0.1816021224,-0.0555473672,79.2444482503,0.0789240506,105.5964819652,-26.4473661011,-0.0542998649,0.1592361352,0.1718045327,0.4063203764,0.5980196658,3236100000,3.0411615421,6.284909679,0.4618513443,0.3000805314,5.0293077058,1.3337330131,0,0,35,30,0,3,0,3,0,0,0,1,1,0,0
北京基亚特环保科技有限公司,0.3806194235,0.5475951166,10,10,-1641.6132078863,0.4964165059,0,0,1,148.4666517425,124.4530264799,0.1236600568,0,66.8262642072,0,-5030000.00000003,0,0,-0.0107976398,-0.0037813266,0.2773205763,-0.0122914042,1.6438917596,0.8144940771,33.5932382162,0.2638020297,-0.0100223161,-0.9910247813,0.700623628,0,0,28,0,0,5,0,0,0,3,0,2,0.8,0,0
北京墨迹风云科技股份有限公司,1.0295672178,6.2911782643,9,9,-1612.5710296903,44.9278930069,9,2,1,4185.6529029554,4057.3883881786,29.6906277834,-6.3491923759,2.1773258733,0,32793000,-60584000,-6.3491923759,0.0797487377,0.0748281779,0.9349568561,0.0764936949,2.0169129817,0.0633187379,0.6354088745,0.0563270688,0.0848827305,8.7263947874,0.0938953189,0,0,6,22,2,2,0,0,0,2,4,19,0.3463,20,1
北京大伟嘉生物技术股份有限公司,1.5051617124,5.44828166,8,8,87.8881491724,1.9901439614,0,2,19,161.558164101,127.0490862838,0.2236327884,0.0694819966,50.1234760427,0.0179061096,191063000,87810999.9999997,0.0669608099,0.0528451753,0.073028024,0.3030374025,0.1244545634,4.9106928192,2.7529001763,3.7276727295,0.8185886385,0.0642909948,-0.0163746662,0.139465949,0,0,86,0,0,28,0,0,1,20,34,20,0.77,0,1
北京大恒图像视觉有限公司,1.1740992232,2.864860296,9,9,2170994000,0.4684386135,0,0,3,145.1687157505,92.3098905585,0.1234553362,0.0373043164,68.0995440035,0,194042000,47516000,0.0373043164,0.0721494393,0.1037430851,0.9999999995,0.2625174091,0,0,0,0,194042000,0.0452540115,0.306047563,0,0,115,29,0,0,0,0,0,0,15,16,0.288,0,1
北京大生知行科技有限公司,2.304420144,519467000,8,8,519467000,-0.7883159129,12,3,3,16.5922272928,16.5922272928,0.1064875606,0,472.4020668025,0,-898849000,0,0,-1.7303293535,-3.1254094314,0.9999999981,0.8392567362,0,0,0,0,-898849000,-25.5766611346,2.0585344884,0,0,0,5,2,1,1,1,0,4,0,3,0.6125,10,1
北京天下图数据技术有限公司,0,0,9,9,0,0.1923370801,0,6,13,82.0328877175,74.2352367407,0.1370845575,-0.0094335787,83.9095192621,0.2137646029,-613854000,-43385999.9999997,-0.0089402655,-553978000,-0.1061395223,-1776686000,-0.595299526,4.9337101323,-2.1412094042,0.8799668368,0.3059303742,-0.265005856,-39.695809127,0.0929314182,0,0,12,75,3,0,0,0,0,6,7,7,0.36,10,1
北京天基新材料股份有限公司,1.2857542311,2.0631536818,9,9,224.9601088584,1.9008668429,4,0,1,237.5220696243,190.2680013416,0.254875242,-0.3042613881,34.4724543877,0,82177000,-274867000,-0.3042613881,0.0227278082,0.0313578825,0.3027448148,0.0365147045,4.470979565,1.5362768649,4.0192813016,0.728306349,0.031321835,-0.7831782014,-0.0200381198,0,0,43,5,5,97,0,1,0,29,0,15,0.1879,10,0
北京天威诚信电子商务服务有限公司,1.8667245007,6.7748613418,10,10,-6560.8406626284,0.4258372588,0,0,6,90.9208690452,90.9208690452,0.4260387016,0.2739875905,70.1342311822,0,21216000,129212000,0.2739875905,0.0217299504,0.0315516149,0.4621771673,0.0866081743,426512000,-9.9612772955,1.7505756348,0.6342921549,0.0252309207,-3.9004257419,0.1624869905,0,0,45,56,0,8,0,0,0,9,2,19,0.3895,10,1
北京天宇威视科技股份有限公司,1.5291206509,3.979605934,13,13,11451.3467908256,1.5977558908,0,0,0,168.9112232528,127.1503481717,0.4423472634,0.435045524,38.4947636877,0,63837000,30863000,0.435045524,0.3196694901,0.3463942699,0.6598483862,0.5167625366,2.010970026,1.2186675145,0.924233243,0.3232785267,0.5305733975,-2.965839922,0.7470399125,0,0,0,0,0,0,0,0,0,6,0,2,0.7,0,0
北京天捷优越科技有限公司,0.4524675409,1.1828704129,13,13,3147.1852814719,0.3275262565,0,0,0,130.0291599686,67.2567198774,0.0716849215,0.0372724207,75.3291372731,0,-6628000,1994000,0.0372724207,-0.2105798186,-0.0933271378,0.692994418,-0.3782889105,0.2749091693,0.574665386,6.3406549858,0.1299933802,-0.1737944732,-2.7536186487,-0.0912708556,0,0,7,0,0,0,0,0,0,0,0,2,0.8,0,0
北京天景隆软件科技有限公司,1.7110876933,7.3261237547,12,12,569.6142062789,1.6269790271,0,0,0,236.4290237944,236.4290237944,0.9725865841,0,38.065882596,0,8424999.99999999,0,0,0.0935032976,0.145076025,0.625874979,0.2324908944,33174000,1.0999701217,5.7117758761,0.5712465247,0.1040059243,30.4364535953,0.5837082936,0,0,0,2,0,0,0,0,0,0,0,2,0.51,0,0
北京天正楦科网络技术股份有限公司,1.3033536536,7.0515462464,11,11,162.8570653062,1.1776155622,0,0,0,212.8142741281,129.2781832928,0.0851581502,-0.4030819108,45.9217877095,0,37600000,-49700000,-0.4030819108,0.0824561401,0.1400372439,0.1894736837,0.194214876,2.690291236,1.9920920058,45.4262220613,1.0320297913,0.1241333769,9.2631554571,0.1067600985,0.3,1,0,22,0,0,0,0,0,0,0,6,0.3,0,0
北京天瑞派明文化传媒股份有限公司,0.1296338933,3.0597824424,12,12,5.9263151657,0.2737695742,0,2,5,121.4485458613,28.4955257271,0.0223713646,-0.3481543614,78.5071350165,0,-13700000,-124500000,-0.3481543614,-0.2433392497,-0.0300768386,0.4689165103,-0.139938713,0.0881468108,0.3820078177,1.3820754065,0.0643249175,-0.183892615,-13700000,455500000,0.5688,1,0,5,5,0,0,0,0,3,0,4,0.91,10,0
北京天码吉通数据防伪科技有限公司,1.0501414642,1.5140954972,13,13,-7853.1501657982,0.2937795522,0,0,1,86.6884285671,73.7704017816,0.1367094778,0.0595808288,77.2929203373,0,540000,9764999.99999998,0.0595808288,0.003257329,0.0025466413,0.300605888,0.0100936676,4.9287263873,-4.7830134658,1.4914529701,0.4921195578,0.0036476874,-1.2914732687,0.3352139971,0,0,2,0,0,0,0,0,0,0,0,2,0.7,0,0
北京天福昌运制冷设备安装股份有限公司,0.83052631,0.9313910589,11,11,180.4113103486,1.0711447502,0,0,2,213.6912349104,198.8948039289,0.0447027061,-0.1983654465,48.2828128367,0.0360044045,13000.0000000055,-13228000,-0.1904295723,0.0001098437,0.00009036,0.1183523437,0.0001747194,10.3253258006,1.3437973838,74.4192297887,0.7081442096,0.0001107788,-1.0038398603,0.0494875439,0,0,0,0,0,0,0,0,0,2,0,20,0.537,0,0
北京天行网安信息技术有限责任公司,0.672986551,1.2540947565,7,7,-197.1305368153,3.7269342644,0,0,0,499.0319071907,486.4718997904,2.0591605118,0.7593962394,21.1553607858,0.027210651,546732000,238073000,0.6802299481,0.4368870345,0.3304764639,0.788711659,0.3526463792,5.4210685336,0.1706346318,2.3745480575,0.1290275783,0.8854991985,0.284595949,0.1155273312,0,0,27,55,0,1,0,0,0,2,0,1,1,10,1
北京天诚安信科技股份有限公司,0.5240175231,29.4411202442,11,11,-1974.8711505423,5.0657621396,4,0,2,605.9866413787,605.95778016,5.9516778283,3.4504822524,16.4858618815,0,26124000,83688000,3.4504822524,0.3391934309,0.1775693312,0.9921057286,0.2126218807,3.999428653,0.0002281579,0.1944430941,0.0001903208,0.5133122332,-2.6123558978,2.3460698156,0,0,3,26,0,0,0,0,0,0,2,5,0.4286,10,0
北京天贝创通科技股份有限公司0,2.8414278633,5.6475296214,13,13,-69739.7899649942,0.469982202,0,0,0,144.7450429107,129.3276840046,0.2972680682,-0.043195737,68.0284892664,0,542000,-4393999.99999996,-0.043195737,0.0009704352,0.0036246907,0.1056005581,0.0084924802,23.8595279054,8.221042969,163.3299156133,2.5024342774,0.0012987635,1.509252272,0.1400840204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京天际数字技术股份公司,2.5803327644,3.7386593165,10,10,785.9227457811,3.2955406177,4,0,16,349.7435897436,349.7435897436,0.9828985288,0.0613823844,23.2799563987,0,64370000,2753000.00000002,0.0613823844,0.1359131907,0.3341205782,0.4181929126,0.3721863266,233613000,2.0856441203,6.5264141213,1.2125976424,0.1911342447,1.8777969733,1.0176467401,0,0,0,10,0,1,0,0,0,0,4,6,0.336,10,1
北京太极华保科技股份有限公司,1.7104085331,3.8615639163,10,10,578219000,3.1106403278,6,0,0,297.1555399288,257.490440821,0.5633806481,-0.4471761926,24.3271099783,0,58814000,-50873000,-0.4471761926,0.0848813337,0.125765802,0.9999999983,0.1386902979,0,0,0,0,58814000,0.0785227008,0.2260490889,0,0,0,34,0,0,1,0,0,1,0,3,0.4229,10,1
北京太格时代自动化系统设备有限公司,0.5660633774,1.1310323159,9,9,3113.3301883328,1.0489577285,0,0,1,196.6179984287,151.2721132814,0.175071346,0.1712601564,48.8053016219,0,189425000,169589000,0.1712601564,0.1324717226,0.0933604539,0.3988188237,0.1405573387,1.4580009499,0.6842860003,7.9869707456,0.3226730487,0.2059851782,4.4034367399,0.5232348102,0,0,48,48,0,0,0,0,0,0,0,10,0.3072,10,0
北京太空板业股份有限公司,0,0,10,10,0,2.4394337255,12,2,6,202.5357958319,125.6998052135,0.0565072295,-0.0012195507,32.4293849802,0,-1484773000,-2355999.99999977,-0.0012195507,-1484902000,-0.2492432172,-809826000,-0.3688953724,0.5455713996,0.4088281425,0.3961154732,0.1359424219,-0.9903167557,-0.1852296768,-0.3314255174,0,0,45,0,0,34,0,1,10,24,2,3,0.4375,5,0
北京奇华智慧交通科技股份有限公司,0.4300098536,1.1439945586,12,12,-10980.182066241,12.1308962144,0,0,3,1235.3588647695,1207.7701751449,2.3880452304,0.5249912407,7.6156264101,0,108243267000,45249698000,0.5249912407,0.200183998,0.0956407329,0.9467793549,0.0876613218,0.7927623382,0.0192637542,0.281372201,0.0166563453,0.2693519873,0.7487658916,0.2403505999,0.5473,1,1,34,0,0,0,0,0,0,0,5,0.6698,0,1
北京奇良海德印刷股份有限公司,2.7736394653,5.1731164422,7,7,357.7373597166,0.8849447387,0,0,1,109.6841967041,103.0968696115,0.3404828783,0.3673429178,53.0518706968,0.1472263517,58946000,106305000,0.3112200825,0.0569110123,0.091552238,0.2163638468,0.1657557993,35.8724211366,24.4009268724,2.0948483104,1.0621028762,0.0713578399,0.7052753084,0.1117325283,0,0,6,12,0,1,0,3,0,1,1,4,0.376,10,1
北京奋斗致远文化传媒股份有限公司,1.9458310463,75.1107730545,10,10,409.3629019423,1.1325441377,0,0,5,118.4662010761,94.2698971714,0.7424001522,0.4155029629,46.8923471421,0,34888356000,196926394000,0.4155029629,0.0235442446,0.0345185603,0.3939516204,0.0479213689,5.7588967609,7.5458950981,1.4700563733,0.6534167979,0.0318821869,3.2690219951,0.4240077801,0,0,0,8,0,0,0,0,0,0,0,4,0.6364,10,0
北京奥凯立科技发展股份有限公司,0.913255974,1.6169459926,9,9,36.2671704549,2.001999293,0,0,2,196.8392982377,185.0957514196,0.0856955408,-0.2389854754,33.3111650769,0,260311000,-84511000,-0.2389854754,0.3822328767,0.245211374,0.464072953,0.3432172147,8.1105035612,0.9835478162,0.921495345,0.317275791,0.5281620402,0.289748469,0.0695870679,0,0,35,6,0,0,0,0,0,0,3,13,0.8011,10,0
北京奥瑞安能源技术开发有限公司,0.3601211192,3.0896938562,10,10,106.8341813891,0.4514996126,3,0,5,142.9561959006,119.577172406,0.0231618391,-0.1484273239,68.8941239404,0.0083010006,5143000,-99026999.9999999,-0.147866377,0.0120155354,0.0052907168,0.2939832059,0.0136486603,1.5527731198,0.8451008893,13.2262989719,0.2491564478,0.0151559355,-1.0090100602,0.9012041907,0,0,82,2,0,10,0,1,2,6,3,7,0.4391,10,0
北京奥贝克电子股份有限公司,0.7813508108,1.2732739026,12,12,270.6540272086,1.356605495,6,0,0,193.0089926375,120.258154171,0.0079370381,0.1021927056,42.4339158341,0,-111920000,7648000,0.1021927056,-0.843066365,-0.6345894333,0.1557286254,-0.9371989717,1.7468316911,1.3663568123,2.9795738415,0.5392649346,-0.9542404448,9.8344975968,-0.2411428069,0,0,2,0,0,0,0,0,0,0,0,9,0.24,10,0
